id,source_entity_id,target_entity_id,type,confidence,timestamp,properties
R002959,P357,ACC008,RECEIVED_FROM,0.95,2025-11-09T02:15:51,"{""amount"": 232733, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002960,P375,P361,MET,0.75,2025-10-08T18:57:52,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R002961,P309,PH182,OWNS_PHONE,0.65,2025-03-07T21:03:14,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002962,P051,P066,FAMILY,0.73,2026-01-21T07:12:35,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002963,P180,P402,MEMBER_OF,0.52,2026-08-13T05:59:27,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002964,P318,V092,TRAVELED_IN,0.81,2025-05-29T06:49:31,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R002965,P453,LOC094,TRAVELED_TO,0.53,2025-11-10T10:31:50,"{""mode"": ""air"", ""source_type"": ""travel_record""}"
R002966,P288,P282,LOCATED_WITH,0.84,2025-09-02T17:10:04,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002967,P333,P346,LOCATED_WITH,0.63,2026-01-12T05:58:06,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002968,P014,ORG095,VISITED_ORG,0.8,2026-01-29T02:07:43,"{""duration_minutes"": 85, ""source_type"": ""location_record""}"
R002969,P295,LOC085,TRAVELED_TO,0.6,2025-01-12T00:49:11,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R002970,P112,V034,USED_VEHICLE,0.87,2025-12-06T01:17:47,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002971,P051,ACC026,TRANSACTION_WITH,0.58,2025-07-19T19:40:20,"{""amount"": 287837, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002972,P301,PH144,CALLED,0.96,2025-03-23T00:50:27,"{""duration_seconds"": 948, ""source_type"": ""call_record"", ""verified"": false}"
R002973,P224,P206,CALLED,0.59,2026-06-28T13:16:41,"{""duration_seconds"": 2438, ""source_type"": ""call_record"", ""verified"": false}"
R002974,P394,ACC164,TRANSFERRED_TO,0.58,2025-08-22T03:35:49,"{""amount"": 209004, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R002975,P029,V132,USED_VEHICLE,0.88,2026-06-25T15:55:58,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002976,P309,P302,ASSOCIATED,0.77,2025-04-11T00:24:25,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002977,P259,LOC050,RESIDES_AT,0.84,2025-02-22T08:17:16,"{""since"": ""2026-07-23"", ""source_type"": ""registration_record""}"
R002978,P180,P224,FAMILY,0.97,2026-08-18T12:08:59,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002979,P328,P345,PARTNER,0.69,2026-06-12T17:49:53,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002980,P086,ACC102,TRANSACTION_WITH,0.89,2026-04-28T06:19:50,"{""amount"": 27078, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002981,P115,P120,EMPLOYED_WITH,0.67,2026-05-04T06:03:53,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002982,P453,P497,SUSPECTED_ASSOCIATE,0.96,2025-12-16T05:29:52,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002983,P175,P099,PARTNER,0.63,2026-08-07T18:59:10,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002984,P369,P392,MEMBER_OF,0.64,2026-02-11T19:52:18,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002985,P120,P106,EMPLOYED_WITH,0.92,2025-02-25T08:57:45,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002986,P229,P255,TRAVELED_WITH,0.91,2026-08-21T22:51:43,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002987,P005,P012,TRAVELED_WITH,0.92,2025-11-12T18:22:41,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002988,P455,V105,OWNS_VEHICLE,0.6,2025-12-18T13:44:00,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R002989,P086,ORG028,ASSOCIATED_WITH,0.75,2025-08-20T16:41:49,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002990,P158,P195,MET,0.61,2025-05-15T15:38:10,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R002991,P318,V004,USED_VEHICLE,0.79,2025-06-15T02:59:11,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002992,P230,P245,LOCATED_WITH,0.57,2025-02-21T10:18:35,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002993,P109,P134,TRAVELED_WITH,0.52,2026-08-27T03:41:11,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002994,P367,P372,EMPLOYED_WITH,0.78,2026-03-11T18:38:50,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002995,P082,PH111,OWNS_PHONE,0.5,2025-09-19T14:04:42,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002996,P082,V012,USED_VEHICLE,0.89,2025-07-14T22:30:24,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002997,P158,ACC072,TRANSFERRED_TO,0.8,2025-10-02T18:49:46,"{""amount"": 457157, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002998,P389,P051,MESSAGED,0.72,2025-08-31T11:26:11,"{""message_count"": 118, ""source_type"": ""communication_record""}"
R002999,P299,P056,EMPLOYED_WITH,0.86,2026-05-24T04:43:27,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R003000,PH001,PH129,COMMUNICATED_WITH,0.76,2026-06-18T09:41:01,"{""contact_count"": 17, ""source_type"": ""telecom_record""}"
R003001,P415,LOC090,WORKS_AT,0.75,2025-09-06T13:13:56,"{""role"": ""Staff"", ""source_type"": ""employment_record""}"
R003002,P367,P363,MESSAGED,0.87,2026-03-09T09:47:20,"{""message_count"": 43, ""source_type"": ""communication_record""}"
R003003,P109,P116,FAMILY,0.59,2026-05-19T19:50:26,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R003004,P180,PH136,OWNS_PHONE,0.95,2026-05-14T20:15:00,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R003005,P272,LOC020,RESIDES_AT,0.64,2025-03-12T03:50:15,"{""since"": ""2025-04-24"", ""source_type"": ""registration_record""}"
R003006,P280,ORG054,ASSOCIATED_WITH,0.81,2025-10-09T00:41:54,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003007,P113,P105,EMPLOYED_WITH,0.73,2025-01-19T04:16:27,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R003008,P028,P049,LOCATED_WITH,0.61,2026-01-26T08:53:56,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003009,P014,PH196,OWNS_PHONE,0.98,2026-03-22T05:23:15,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R003010,P224,P218,TRAVELED_WITH,0.73,2025-07-31T20:06:22,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R003011,P215,P213,FAMILY,0.74,2025-09-08T20:25:30,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R003012,P415,P421,CALLED,0.91,2026-02-12T15:33:53,"{""duration_seconds"": 3082, ""source_type"": ""call_record"", ""verified"": true}"
R003013,P158,P169,PARTNER,0.68,2025-02-21T12:05:15,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R003014,P272,P282,ASSOCIATED,0.92,2026-03-04T03:24:09,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003015,P202,ACC039,TRANSACTION_WITH,0.62,2026-06-17T05:56:44,"{""amount"": 209768, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R003016,P305,P303,SUSPECTED_ASSOCIATE,0.9,2026-05-06T13:48:52,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003017,P259,P272,SUSPECTED_ASSOCIATE,0.55,2026-03-17T10:59:46,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003018,P394,V002,TRAVELED_IN,0.95,2025-01-21T14:58:54,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R003019,P367,P355,LOCATED_WITH,0.57,2025-07-13T10:46:14,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003020,P333,P340,ASSOCIATED,0.8,2025-06-29T09:33:04,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003021,P021,P040,ASSOCIATED,0.7,2025-02-05T21:36:23,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003022,P259,P275,ASSOCIATED,0.58,2025-01-02T14:25:17,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003023,P158,LOC044,VISITED,0.81,2025-06-19T08:11:42,"{""duration_minutes"": 179, ""source_type"": ""location_record""}"
R003024,P326,LOC005,RESIDES_AT,0.68,2025-09-05T05:23:17,"{""since"": ""2026-05-15"", ""source_type"": ""registration_record""}"
R003025,P415,P409,LOCATED_WITH,0.64,2026-01-07T14:47:21,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003026,P051,P078,TRAVELED_WITH,0.74,2025-10-13T13:23:23,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R003027,P446,P371,CALLED,0.6,2026-06-29T22:02:21,"{""duration_seconds"": 2209, ""source_type"": ""call_record"", ""verified"": false}"
R003028,P259,P224,EMPLOYED_WITH,0.53,2025-01-06T01:11:06,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R003029,P383,ORG081,ASSOCIATED_WITH,0.63,2025-06-30T07:02:40,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003030,P229,P226,FAMILY,0.98,2025-08-15T17:49:49,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R003031,P389,V017,USED_VEHICLE,0.71,2025-11-28T20:56:42,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R003032,P230,ACC195,RECEIVED_FROM,0.74,2026-04-22T06:03:21,"{""amount"": 347528, ""currency"": ""INR"", ""transaction_type"": ""cash_deposit""}"
R003033,P180,ORG091,VISITED_ORG,0.95,2025-10-03T18:55:58,"{""duration_minutes"": 158, ""source_type"": ""location_record""}"
R003034,P318,ORG030,MEMBER_OF,0.55,2026-06-04T21:46:26,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R003035,P081,P087,ASSOCIATED,0.95,2026-03-11T14:57:34,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003036,P496,PH059,USED_PHONE,0.61,2026-05-15T01:40:57,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R003037,P465,P391,PARTNER,0.79,2026-04-19T15:32:55,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R003038,P372,P374,ASSOCIATED,0.59,2025-12-29T09:22:44,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003039,P272,P271,SUSPECTED_ASSOCIATE,0.86,2026-08-01T02:43:08,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003040,P217,ACC114,OWNS_ACCOUNT,0.5,2026-04-19T14:44:17,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R003041,P029,P070,MESSAGED,0.78,2025-05-06T11:43:59,"{""message_count"": 19, ""source_type"": ""communication_record""}"
R003042,P112,PH196,OWNS_PHONE,0.65,2025-08-11T16:05:19,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R003043,P023,P018,EMPLOYED_WITH,0.74,2026-01-08T10:45:53,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R003044,P345,P338,MESSAGED,0.81,2025-01-21T01:30:52,"{""message_count"": 62, ""source_type"": ""communication_record""}"
R003045,P389,ACC109,OWNS_ACCOUNT,0.97,2026-08-22T13:58:01,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R003046,P284,PH166,OWNS_PHONE,0.79,2026-08-05T20:15:36,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R003047,P279,V049,OWNS_VEHICLE,0.7,2025-05-26T09:00:03,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R003048,P367,P358,LOCATED_WITH,0.9,2026-03-05T00:32:16,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003049,P078,ACC179,TRANSFERRED_TO,0.98,2025-04-15T09:54:21,"{""amount"": 141357, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R003050,P275,P231,MEMBER_OF,0.51,2025-06-12T03:30:29,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R003051,P028,P049,LOCATED_WITH,0.64,2025-12-18T08:13:09,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003052,P143,P130,FAMILY,0.67,2025-08-02T02:12:50,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R003053,P143,P180,PARTNER,0.74,2026-04-19T10:23:39,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R003054,P360,P372,LOCATED_WITH,0.8,2025-02-21T15:21:30,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003055,P230,P235,MESSAGED,0.65,2026-03-29T13:20:34,"{""message_count"": 12, ""source_type"": ""communication_record""}"
R003056,P021,P041,PARTNER,0.66,2026-03-02T07:30:08,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R003057,P369,V066,USED_VEHICLE,0.93,2025-06-11T18:44:14,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R003058,P269,P260,MESSAGED,0.53,2026-04-16T22:14:23,"{""message_count"": 93, ""source_type"": ""communication_record""}"
R003059,P230,P233,CALLED,0.55,2026-07-22T22:50:12,"{""duration_seconds"": 1082, ""source_type"": ""call_record"", ""verified"": false}"
R003060,P415,P410,LOCATED_WITH,0.74,2025-12-04T17:18:13,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003061,P333,P343,TRAVELED_WITH,0.55,2025-03-15T14:25:40,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R003062,P039,PH053,USED_PHONE,0.79,2026-01-09T03:44:19,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R003063,P230,P247,FAMILY,0.74,2025-02-20T10:15:03,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R003064,P209,P215,MET,0.66,2025-03-17T14:08:07,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R003065,P082,P095,SUSPECTED_ASSOCIATE,0.62,2026-03-02T13:53:35,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003066,P451,LOC023,TRAVELED_TO,0.85,2025-02-26T00:04:43,"{""mode"": ""road"", ""source_type"": ""travel_record""}"
R003067,P021,P217,MET,0.82,2025-01-26T19:38:43,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R003068,P136,PH025,USED_PHONE,0.55,2025-04-18T06:28:16,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R003069,P213,LOC005,RESIDES_AT,0.55,2025-01-22T05:04:02,"{""since"": ""2025-02-28"", ""source_type"": ""registration_record""}"
R003070,P008,P205,LOCATED_WITH,0.6,2026-07-28T15:17:47,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003071,P080,V035,OWNS_VEHICLE,0.64,2025-04-20T05:53:49,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R003072,P367,P351,ASSOCIATED,0.82,2026-03-30T00:15:50,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003073,P056,PH054,OWNS_PHONE,0.63,2025-02-06T00:09:30,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R003074,P453,P469,LOCATED_WITH,0.68,2025-06-23T16:42:44,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R003075,P358,P365,ASSOCIATED,0.66,2025-04-01T16:15:38,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R003076,P367,P365,TRAVELED_WITH,0.5,2025-05-25T05:08:54,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R003077,P127,P150,EMPLOYED_WITH,0.97,2026-02-02T16:20:59,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R003078,P229,P389,MEMBER_OF,0.78,2026-08-06T19:36:57,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R003079,P302,PH060,USED_PHONE,0.67,2025-10-08T00:38:22,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
